"Identificador de URL";Nombre;Categorías;"Nombre de propiedad 1";"Valor de propiedad 1";"Nombre de propiedad 2";"Valor de propiedad 2";"Nombre de propiedad 3";"Valor de propiedad 3";Precio;"Precio promocional";"Peso (kg)";"Alto (cm)";"Ancho (cm)";"Profundidad (cm)";Stock;SKU;"Código de barras";"Mostrar en tienda";"Envío sin cargo";Descripción;Tags;"Título para SEO";"Descripción para SEO";Marca;"Producto Físico";"MPN (Número de pieza del fabricante)";Sexo;"Rango de edad"
cacerola-de-vidrio-apoya-fuente-grande-15x21cm;"CACEROLA DE VIDRIO + APOYA FUENTE GRANDE 15X21CM";"HOGAR > SARTENES/OLLAS/HERVIDORES";;;;;;;1,940.40;1,552.32;1.30;40.00;40.00;40.00;5;055BA7687;;SI;NO;"<p>CACEROLA DE VIDRIO + APOYA FUENTE GRANDE 15X21CM</p>

<p>&nbsp;</p>
";;;;;SI;;;
cacerola-de-vidrio-apoya-fuente-chica-14x18cm;"CACEROLA DE VIDRIO + APOYA FUENTE CHICA 14X18CM";"HOGAR > SARTENES/OLLAS/HERVIDORES";;;;;;;1,453.19;1,162.55;1.20;35.00;35.00;35.00;5;055BA7686;;SI;NO;"<p>CACEROLA DE VIDRIO + APOYA FUENTE CHICA 14X18CM</p>

<p>&nbsp;</p>
";;;;;SI;;;
cubiertero-31-5x24-5x4-5cm;"CUBIERTERO 31.5X24.5X4.5CM";"HOGAR > SECAPLATOS Y CUBIERTEROS, HOGAR > ARTS.DE COCINA";Color;Blanco;;;;;662.79;530.23;0.60;40.00;40.00;40.00;3;0607PLA204;;SI;NO;"<p>CUBIERTERO 31,5X24,5X4,5CM</p>

<p>&nbsp;</p>
";;;;;SI;;;
cubiertero-31-5x24-5x4-5cm;;;Color;Negro;;;;;662.79;;0.60;40.00;40.00;40.00;3;0607PLA204;;;;;;;;;;;;
cubiertero-31-5x24-5x4-5cm;;;Color;Azul;;;;;662.79;;0.60;40.00;40.00;40.00;5;0607PLA204;;;;;;;;;;;;
cubiertero-31-5x24-5x4-5cm;;;Color;Verde;;;;;662.79;;9,000.00;40.00;40.00;40.00;4;0607PLA204;;;;;;;;;;;;
cubiertero-de-madera-4-divisiones-15x15cm;"CUBIERTERO DE MADERA 4 DIVISIONES 15X15CM";"HOGAR > SECAPLATOS Y CUBIERTEROS, HOGAR > ARTS.DE COCINA, DECORACIÓN";;;;;;;2,706.12;2,164.90;1.00;30.00;20.00;20.00;4;046CU7468;;SI;NO;"<p>CUBIERTERO DE MADERA&nbsp;</p>

<p>4 DIVISIONES 15X15CM</p>
";;;;;SI;;;
cubiertero-15x9cm;"CUBIERTERO 15X9CM";"HOGAR > SECAPLATOS Y CUBIERTEROS";Color;Rosa;;;;;217.98;174.38;0.30;30.00;30.00;30.00;10;046BA6996;;SI;NO;"<p>CUBIERTERO 15X9CM</p>

<p>&nbsp;</p>
";;;;;SI;;;
cubiertero-15x9cm;;;Color;Celeste;;;;;219.99;;0.30;30.00;30.00;30.00;5;046BA6996;;;;;;;;;;;;
cubiertero-15x9cm;;;Color;Naranja;;;;;219.99;;0.30;30.00;30.00;30.00;5;046BA6996;;;;;;;;;;;;
cubiertero-15x9cm;;;Color;Rojo;;;;;219.99;;0.30;30.00;30.00;30.00;5;046BA6996;;;;;;;;;;;;
cubiertero-15x9cm;;;Color;Verde;;;;;219.99;;0.30;30.00;30.00;30.00;5;;;;;;;;;;;;;
ordenador-de-mesada-por-3-divisiones;"ORDENADOR DE MESADA POR 3 DIVISIONES";"HOGAR > SECAPLATOS Y CUBIERTEROS";Color;Violeta;;;;;417.96;334.37;0.30;30.00;30.00;30.00;1;0607PLA203;;SI;NO;"<p>ORDENADOR DE MESADA POR 3 DIVISIONES&nbsp;</p>

<p>&nbsp;</p>
";;;;;SI;;;
ordenador-de-mesada-por-3-divisiones;;;Color;Rojo;;;;;417.96;;0.30;30.00;30.00;30.00;1;0607PLA203;;;;;;;;;;;;
ordenador-de-mesada-por-3-divisiones;;;Color;Verde;;;;;417.96;;0.30;30.00;30.00;30.00;1;0607PLA203;;;;;;;;;;;;
tetera-de-ceramica-700ml-filtro;"TETERA DE CERAMICA 700ML+ FILTRO";"HOGAR > TAZAS/MUG Y TETERAS, NOVEDADES";Color;"Flores azules";;;;;4,253.11;3,402.49;1.50;30.00;30.00;30.00;5;046BA4999;;SI;NO;"<p>TETERA DE CERAMICA</p>

<p>CAPACIDAD 700ML+ FILTRO&nbsp;</p>

<p>&nbsp;</p>
";;;;;SI;;;
tetera-de-ceramica-700ml-filtro;;;Color;"Flores rojas";;;;;4,253.11;;1.50;30.00;30.00;30.00;5;046BA4999;;;;;;;;;;;;
tetera-de-ceramica-500ml-filtro;"TETERA DE CERAMICA 500ML+ FILTRO";"DECORACIÓN > VARIOS, HOGAR > TAZAS/MUG Y TETERAS";Color;"Flores rosas";;;;;2,770.90;2,216.72;1.30;30.00;30.00;30.00;4;046BA4998;;NO;NO;"<p>TETERA DE CERAMICA 500ML+ FILTRO&nbsp;</p>

<p>&nbsp;</p>
";;;;;SI;;;
tetera-de-ceramica-500ml-filtro;;;Color;"Flores azules";;;;;2,770.90;;1.30;30.00;30.00;30.00;4;046BA4998;;;;;;;;;;;;
escurridor-de-platos-42x25x4cm;"ESCURRIDOR DE PLATOS 42X25X4CM";"HOGAR > SECAPLATOS Y CUBIERTEROS";;;;;;;1,494.65;822.04;0.60;40.00;40.00;60.00;6;083BA7702;;SI;NO;"<p>ESCURRIDOR DE PLATOS 42X25X4CM</p>

<p>&nbsp;</p>
";;;;;SI;;;
secaplatos-manija-acc-inox-40x37x27cm;"SECAPLATOS MANIJA ACC. INOX. 40X37X27CM";"HOGAR > SECAPLATOS Y CUBIERTEROS";;;;;;;4,572.70;3,658.46;1.50;50.00;40.00;50.00;4;046BA6370;;SI;NO;"<p>SECAPLATOS MANIJA ACC, INOX, 40X37X27CM<span style=""white-space:pre""> </span></p>

<p>&nbsp;</p>
";;;;;SI;;;
set-x-3-bowl-de-vidrio;"SET X 3 BOWL DE VIDRIO";"HOGAR > BOWLS Y ENSALADERAS";;;;;;;1,035.09;828.07;0.10;10.00;10.00;10.00;3;"087588F3 MERCA SEPARADA";;NO;NO;"<p>SET X 3 BOWL DE VIDRIO MEDIDAS: 20 DIAM X 9,5CM 203ML / 17 DIAM X 7,5CM 170 ML / 12,5 DIAM X 6XCM 127ML</p>

<p>&nbsp;</p>
";;;;;SI;;;
plato-de-vidrio-playo-32cm;"PLATO DE VIDRIO PLAYO 32CM";PLATOS;;;;;;;669.90;535.92;0.20;30.00;30.00;30.00;9;046BA7449;;NO;NO;"<p>PLATO DE VIDRIO PLAYO 32CM</p>

<p>&nbsp;</p>
";;;;;SI;;;
plato-de-vidrio-lineas-31cm;"PLATO DE VIDRIO LINEAS 31CM";PLATOS;;;;;;;1,009.79;807.83;0.30;30.00;30.00;30.00;4;046BA6335;;NO;NO;"<p>PLATO DE VIDRIO LINEAS 31CM</p>

<p>&nbsp;</p>
";;;;;SI;;;
plato-de-vidrio-rombos-31-cm;"PLATO DE VIDRIO ROMBOS 31 CM";PLATOS;;;;;;;989.99;791.99;0.30;30.00;30.00;30.00;5;046BA6334;;NO;NO;"<p>PLATO DE VIDRIO ROMBOS 31 CM,</p>

<p>&nbsp;</p>
";;;;;SI;;;
set-de-bano-4-piezas-disp-jab-2-porta-cep-marron;"SET DE BAÑO 4 PIEZAS: DISP. + JAB + 2 PORTA CEP MARRÓN";"ARTS. DE BAÑO";;;;;;;5,099.60;4,079.68;1.00;30.00;30.00;30.00;0;046AB7311;;NO;NO;"<p>SET DE BA&Ntilde;O 4 PIEZAS: DISPENSER&nbsp;+ JABONERA + 2 PORTA CEPILLOS</p>

<p>&nbsp;</p>
";;;;;SI;;;
individual-cuerina-32-5cm-diam;"INDIVIDUAL CUERINA 32.5CM DIAM";"DECORACIÓN > INDIVIDUALES";;;;;;;351.51;281.21;0.10;10.00;10.00;10.00;2;"CHUIN09C MERCA SEPA";;SI;NO;"<p>INDIVIDUAL CUERINA 32,5CM DIAM</p>

<p>&nbsp;</p>
";;;;;SI;;;
bandeja-de-madera-blanco-life-is-beautiful-24x17cm;"BANDEJA DE MADERA BLANCO ""LIFE IS BEAUTIFUL"" 24X17CM";"HOGAR > BANDEJAS/POSAVASOS";;;;;;;931.25;745.00;1.00;12.00;25.00;30.00;0;046BI7455;;NO;NO;"<p>BANDEJA DE MADERA BLANCO &quot;LIFE IS BEAUTIFUL&quot; 24X17CM</p>

<p>&nbsp;</p>
";;;;;SI;;;
bowl-negro-400cc-translucido-material-san;"BOWL NEGRO 400CC TRANSLUCIDO MATERIAL SAN";"HOGAR > BOWLS Y ENSALADERAS";;;;;;;560.31;448.25;0.10;10.00;10.00;10.00;5;"BP01102 BIPO";;SI;NO;"<p>BOWL NEGRO 400CC TRANSLUCIDO</p>

<p>&nbsp;</p>

<p><span style=""color: rgb(51, 51, 51); font-family: sans-serif, Arial, Verdana, &quot;Trebuchet MS&quot;; font-size: 13px; background-color: rgb(255, 255, 255);"">MATERIAL SAN&nbsp;</span><span style=""white-space: pre;""><b>&nbsp;</b></span></p>
";;;;;SI;;;
pisapapas-distintos-colores;"PISAPAPAS DISTINTOS COLORES";"HOGAR > UTENSILIOS";Color;Blanco;;;;;656.10;524.88;0.10;10.00;10.00;10.00;1;BP17001;;SI;NO;"<p>PISAPAPAS DISTINTOS COLORES</p>

<p>&nbsp;</p>
";;;;;SI;;;
pisapapas-distintos-colores;;;Color;Negro;;;;;656.10;;0.10;10.00;10.00;10.00;2;BP17002;;;;;;;;;;;;
pisapapas-distintos-colores;;;Color;Rojo;;;;;656.10;;0.10;10.00;10.00;10.00;1;BP17003;;;;;;;;;;;;
pisapapas-distintos-colores;;;Color;Rosa;;;;;656.10;;0.10;10.00;10.00;10.00;2;;;;;;;;;;;;;
pisapapas-distintos-colores;;;Color;Naranja;;;;;656.10;;0.10;10.00;10.00;10.00;1;;;;;;;;;;;;;
pisapapas-distintos-colores;;;Color;Turquesa;;;;;656.10;;0.10;10.00;10.00;10.00;2;;;;;;;;;;;;;
pisapapas-distintos-colores;;;Color;Menta;;;;;656.10;;0.10;10.00;10.00;10.00;2;;;;;;;;;;;;;
broches-para-bolsa-fluo-blister-set-x-5pc-col-surt-11cm;"BROCHES PARA BOLSA FLUO BLISTER SET X 5PC COL.SURT. 11CM";"HOGAR > ARTS.DE COCINA";;;;;;;238.34;190.67;0.10;10.00;10.00;10.00;5;046BR5392;;SI;NO;"<p>BROCHES PARA BOLSA FLUO BLISTER SET X 5PC&nbsp; COL,SURT, 11CM</p>

<p><strong><span style=""white-space: pre;"">PRODUCTO NO APTO PARA ENVIOS AL INTERIOR DEL PAIS Y DE LA PROVINCIA DE BS,AS,</span></strong></p>
";;;;;SI;;;
hombrecito-con-virulana-colores-surtidos;"HOMBRECITO CON VIRULANA COLORES SURTIDOS";LIMPIEZA;Color;Verde;;;;;253.14;;0.10;10.00;10.00;10.00;0;;;NO;NO;"<p>HOMBRECITO CON VIRULANA COLORES SURTIDOS</p>

<p>&nbsp;</p>

<p>&nbsp;</p>
";;;;;SI;;;
hombrecito-con-virulana-colores-surtidos;;;Color;Rojo;;;;;253.14;;0.10;10.00;10.00;10.00;0;;;;;;;;;;;;;
hombrecito-con-virulana-colores-surtidos;;;Color;Celeste;;;;;253.14;;0.10;10.00;10.00;10.00;0;;;;;;;;;;;;;
hombrecito-con-virulana-colores-surtidos;;;Color;Azul;;;;;253.14;;0.10;10.00;10.00;10.00;0;;;;;;;;;;;;;
hombrecito-con-virulana-colores-surtidos;;;Color;Violeta;;;;;253.14;;0.10;10.00;10.00;10.00;0;;;;;;;;;;;;;
cajas-plastica-tapa-negra-32-x-32-cm;"CAJAS PLASTICA TAPA NEGRA 32 X 32 CM.";"DECORACIÓN > VARIOS";;;;;;;847.00;617.36;0.10;10.00;10.00;10.00;9;046CX3117;;SI;NO;"<p>&nbsp;CAJAS PLASTICA TAPA NEGRA 32 X 32 CM,</p>

<p><strong><span style=""white-space: pre;"">PRODUCTO NO APTO PARA ENVIOS AL INTERIOR DEL PAIS Y DE LA PROVINCIA DE BS,AS,</span></strong></p>
";;;;;SI;;;
set-x-6-copa-hannover-beer-300ml-cisper;"SET X 6 COPA HANNOVER BEER 300ML CISPER";"HOGAR > VASOS Y COPAS";;;;;;;1,681.90;1,345.52;0.10;10.00;10.00;10.00;4;TW92523;;NO;NO;"<p>SET X 6 COPA HANNOVER BEER 300ML CISPER</p>

<p>&nbsp;</p>
";;;;;SI;;;
reloj-mad-globo-aerostatico-19x3x37cm;"RELOJ MAD. GLOBO AEROSTÁTICO 19X3X37CM";"REGALOS KIDS";;;;;;;1,214.52;971.62;0.10;10.00;10.00;10.00;4;075RE2426;;SI;NO;"<p>RELOJ MAD, GLOBO AEROST&Aacute;TICO 19X3X37CM</p>

<p><strong><span style=""white-space: pre;"">PRODUCTO NO APTO PARA ENVIOS AL INTERIOR DEL PAIS Y DE LA PROVINCIA DE BS,AS,</span></strong></p>
";;;;;SI;;;
caja-asiento-tiburon-celeste-60x30x35cm;"CAJA ASIENTO TIBURON CELESTE 60X30X35CM";"REGALOS KIDS";;;;;;;3,044.80;2,435.84;0.10;10.00;10.00;10.00;5;046CX7372;;NO;NO;"<p>CAJA ASIENTO TIBURON CELESTE 60X30X35CM</p>

<p>&nbsp;</p>
";;;;;SI;;;
caja-asiento-forma-autobus-53x33x26cm;"CAJA / ASIENTO FORMA AUTOBÚS 53X33X26CM";"REGALOS KIDS";;;;;;;2,616.39;2,093.11;0.10;10.00;10.00;10.00;5;046CX5825;;NO;NO;"<p>CAJA / ASIENTO FORMA AUTOB&Uacute;S 53X33X26CM</p>

<p>&nbsp;</p>
";;;;;SI;;;
caja-asiento-forma-camion-helados-53x33x26cm;"CAJA / ASIENTO FORMA CAMION HELADOS 53X33X26CM";"REGALOS KIDS";;;;;;;2,578.75;2,063.00;0.10;10.00;10.00;10.00;4;046CX5828;;SI;NO;"<p>CAJA / ASIENTO FORMA CAMION HELADOS 53X33X26CM</p>

<p><strong><span style=""white-space: pre;"">PRODUCTO NO APTO PARA ENVIOS AL INTERIOR DEL PAIS Y DE LA PROVINCIA DE BS,AS,</span></strong></p>
";;;;;SI;;;
caja-asiento-forma-de-auto-england-2mod-surt-55x23x26cm;"CAJA / ASIENTO FORMA DE AUTO ""ENGLAND"" 2MOD SURT 55X23X26CM";"REGALOS KIDS";;;;;;;2,209.31;1,767.45;0.10;10.00;10.00;10.00;5;046CX6349;;SI;NO;"<p>CX6348 CAJA / ASIENTO FORMA DE AUTO &quot;ENGLAND&quot; 2MOD SURT 55X23X26CM</p>

<p><strong><span style=""white-space: pre;"">PRODUCTO NO APTO PARA ENVIOS AL INTERIOR DEL PAIS Y DE LA PROVINCIA DE BS,AS,</span></strong></p>
";;;;;SI;;;
caja-asiento-c-respaldo-modelos-surtidos-25x25x41cm-cx7370-cx7371;"CAJA ASIENTO C/ RESPALDO MODELOS SURTIDOS 25X25X41CM CX7370 CX7371";"REGALOS KIDS";DISEÑO;"AZUL POLICE";;;;;1,509.20;1,207.36;0.10;10.00;10.00;10.00;;;;NO;NO;"<p>CAJA ASIENTO C RESPALDO MODELOS SURTIDOS 25X25X41CM CX7370 CX7371</p>

<p><strong><span style=""white-space: pre;"">PRODUCTO NO APTO PARA ENVIOS AL INTERIOR DEL PAIS Y DE LA PROVINCIA DE BS,AS,</span></strong></p>
";;;;;SI;;;
caja-asiento-c-respaldo-modelos-surtidos-25x25x41cm-cx7370-cx7371;;;DISEÑO;"ROSA GLOBOS";;;;;1,509.20;;0.10;10.00;10.00;10.00;;;;;;;;;;;;;;
caja-asiento-c-respaldo-modelos-surtidos-25x25x41cm-cx7370-cx7371;;;DISEÑO;"AZUL PIRATAS";;;;;1,509.20;;0.10;10.00;10.00;10.00;;;;;;;;;;;;;;
caja-asiento-c-respaldo-modelos-surtidos-25x25x41cm-cx7370-cx7371;;;DISEÑO;"FUCSIA PRINCESAS";;;;;1,509.20;;0.10;10.00;10.00;10.00;;;;;;;;;;;;;;
caja-asiento-60x30x35cm-caballo-reina;"CAJA ASIENTO 60X30X35CM CABALLO REINA";"REGALOS KIDS";;;;;;;2,769.79;2,215.83;100.00;10.00;10.00;10.00;4;046CX7842;;SI;NO;"<p>CAJA ASIENTO 60X30X35CM CABALLO REINA<span style=""white-space:pre""> </span></p>

<p><strong><span style=""white-space: pre;"">PRODUCTO NO APTO PARA ENVIOS AL INTERIOR DEL PAIS Y DE LA PROVINCIA DE BS,AS,</span></strong></p>
";;;;;SI;;;
yerbero-blanco-jack-daniels-setx-2-145-x-85-cm;"YERBERO BLANCO JACK DANIELS SETX 2 14.5 X 8.5 CM.";"HOGAR > SET YERBEROS/AZUCARERAS Y MATES";;;;;;;1,284.80;1,027.84;0.10;10.00;10.00;10.00;8;645LA77011;;NO;NO;"<p>YERBERO BLANCO JACK DANIELS SETX 2 14,5 X 8,5 CM,</p>

<p>&nbsp;</p>
";;;;;SI;;;
camino-de-mesa-turquesa-14-m-x-40cm;"CAMINO DE MESA TURQUESA 1.4 M X 40CM";"DECORACIÓN > INDIVIDUALES";;;;;;;753.50;602.80;0.10;10.00;10.00;10.00;4;062AL5574T;;SI;NO;"<p>CAMINO DE MESA TURQUESA 1,4M X 40CM</p>

<p><span style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; font-weight: 700; color: rgba(67, 67, 67, 0,6); font-family: Montserrat, sans-serif; font-size: 14px;"">PRODUCTO NO APTO PARA ENVIOS AL INTERIOR DEL PAIS Y DE LA PROVINCIA DE BS AS,</span></p>
";;;;;SI;;;
taza-de-te-con-plato-ceramica-rojo-100-ml-parthenon;"TAZA DE TE CON PLATO CERAMICA ROJO 100 ML PARTHENON";"HOGAR > ARTS.DE CERAMICA BRASILEÑA, HOGAR > TAZAS/MUG Y TETERAS, PLATOS";;;;;;;1,613.54;807.39;2.00;30.00;30.00;30.00;0;"PO416476 POR UNIDAD MERCA SEPARADA";;NO;NO;"<p>TAZA DE TE CON PLATO CERAMICA ROJO 100 ML</p>

<p>LINEA PARTHENON&nbsp; POR UNIDAD</p>
";;;;;SI;;;
plato-playo-ceramica-rojo-26-cm-parthenon;"PLATO PLAYO CERAMICA ROJO 26 CM PARTHENON";"HOGAR > ARTS.DE CERAMICA BRASILEÑA, PLATOS";;;;;;;1,613.50;807.39;1.50;20.00;40.00;40.00;26;"PO416472 MERCA SEPA";;SI;NO;"<p>PLATO PLAYO CERAMICA ROJO 26 CM</p>

<p>LINEA PARTHENON&nbsp; &nbsp;POR UNIDAD</p>
";;;;;SI;;;
plato-playo-ceramica-mostaza-26-cm-parthenon;"PLATO PLAYO CERAMICA MOSTAZA 26 CM PARTHENON";"HOGAR > ARTS.DE CERAMICA BRASILEÑA, PLATOS";;;;;;;1,440.43;724.89;1.50;20.00;40.00;40.00;5;"PO410472. POR UNIDAD MERCA SEPARADA";;SI;NO;"<p>PLATO PLAYO CERAMICA MOSTAZA 26 CM</p>

<p>LINEA PARTHENON&nbsp; POR UNIDAD</p>
";;;;;SI;;;
plato-playo-ceramica-rosa-26-cm-parthenon;"PLATO PLAYO CERAMICA ROSA 26 CM PARTHENON";"HOGAR > ARTS.DE CERAMICA BRASILEÑA, PLATOS";;;;;;;1,440.43;1,008.69;1.50;20.00;40.00;40.00;8;"PO378472. POR UNIDAD MERCA SEPA";;SI;NO;"<p>PLATO PLAYO CERAMICA ROSA 26 CM</p>

<p>LINEA PARTHENON&nbsp; POR UNIDAD&nbsp;</p>
";;;;;SI;;;
batidor-blanco-40-cm;"BATIDOR BLANCO 40 CM";"HOGAR > ARTS.DE REPOSTERÍA";;;;;;;1,968.99;1,575.19;0.10;10.00;10.00;10.00;2;PR181353GR;;NO;NO;"<p>BATIDOR BLANCO 40 CM&nbsp;</p>

<p>&nbsp;</p>
";;;;;SI;;;
mesa-plegable-para-pc-madera-y-metal-59x39x23cm;"MESA PLEGABLE PARA PC MADERA Y METAL 59X39X23CM";"MUEBLES > MESAS/ESCRITORIOS";Color;Beige;;;;;3,100.00;2,480.00;0.50;10.00;40.00;70.00;1;ME7897;;NO;NO;"<p>MESA PLEGABLE PARA PC MADERA Y METAL 59X39X23CM</p>

<p>&nbsp;</p>
";;;;;SI;;;
mesa-plegable-para-pc-madera-y-metal-59x39x23cm;;;Color;Negro;;;;;3,100.00;;0.50;10.00;40.00;70.00;2;;;;;;;;;;;;;
mesa-plegable-para-pc-madera-y-metal-59x39x23cm;;;Color;"Beige con rayas";;;;;3,100.00;;0.50;10.00;40.00;70.00;1;;;;;;;;;;;;;
mesa-plegable-para-pc-madera-y-metal-59x39x23cm;;;Color;Marrón;;;;;3,100.00;;0.50;10.00;40.00;70.00;3;;;;;;;;;;;;;
hermeticos-set-6pcs-c-tapa-de-ventilacion-fucsia;"HERMETICOS SET 6PCS C/TAPA DE VENTILACION FUCSIA";"HOGAR > RECIPIENTES HERMETICOS";Color;Fucsia;;;;;1,538.90;1,231.12;0.10;10.00;10.00;10.00;0;100BA4030;;NO;NO;"<p>HERMETCOS SET 6PCS&nbsp;C/TAPA DE VENTILACION FUCSIA&nbsp;</p>

<p><span style=""color: rgb(88, 89, 91); font-family: &quot;PT Sans&quot;, sans-serif; font-size: 16px;"">Cierre hermetico, Tapon para extraccion de aire sobrante, Aptos Microndas, Lavavajilla y Freezer, Libres de BPA</span></p>

<p><strong>PRODUCTO NO APTO PARA ENVIOS AL INTERIOR DEL PAIS Y DE LA PROVINCIA DE BS AS,</strong></p>
";;;;;SI;;;
tapa-para-botellas-1-pieza-colores-surtidos;"TAPA PARA BOTELLAS 1 PIEZA COLORES SURTIDOS";"HOGAR > ARTS.DE COCINA";;;;;;;43.07;34.46;0.10;10.00;10.00;10.00;10;019BA6984;;SI;NO;"<p>TAPA PARA BOTELLAS 1 PIEZA COLORES SURTIDOS</p>

<p><strong>PRODUCTO NO APTO PARA ENVIOS AL INTERIOR DEL PAIS Y DE LA PROVINCIA DE BS AS,</strong></p>
";;;;;SI;;;
jarra-medidora-y-mezcladora-color-a-eleccion;"JARRA MEDIDORA Y MEZCLADORA COLOR A ELECCION";"HOGAR > ARTS.DE REPOSTERÍA";Color;Blanco;;;;;1,241.98;993.58;0.10;10.00;10.00;10.00;2;"BP21001 BIPO";;SI;NO;"<p><span style=""font-size: 13px;"">JARRA MEDIDORA Y&nbsp; MEZCLADORA</span></p>

<p>&nbsp;</p>
";;;;;SI;;;
jarra-medidora-y-mezcladora-color-a-eleccion;;;Color;Negro;;;;;1,241.98;;0.10;10.00;10.00;10.00;2;"BP21002 BIPO";;;;;;;;;;;;
jarra-medidora-y-mezcladora-color-a-eleccion;;;Color;Rojo;;;;;1,241.98;;0.10;10.00;10.00;10.00;2;"BP21003 BIPO";;;;;;;;;;;;
jarra-medidora-y-mezcladora-color-a-eleccion;;;Color;Naranja;;;;;1,241.98;;0.10;10.00;10.00;10.00;2;"BP21004 BIPO";;;;;;;;;;;;
jarra-medidora-y-mezcladora-color-a-eleccion;;;Color;Rosa;;;;;1,241.98;;0.10;10.00;10.00;10.00;2;"BP21018 BIPO";;;;;;;;;;;;
jarra-medidora-y-mezcladora-color-a-eleccion;;;Color;Menta;;;;;1,241.98;;0.10;10.00;10.00;10.00;2;"BP21019 BIPO";;;;;;;;;;;;
jarra-medidora-y-mezcladora-color-a-eleccion;;;Color;Turquesa;;;;;1,241.98;;0.10;10.00;10.00;10.00;2;"BP21005 BIPO";;;;;;;;;;;;
bowl-bamboo-gris-ovalado-med-13-5x30cm;"BOWL BAMBOO GRIS OVALADO MED 13.5X30CM";"HOGAR > ARTS.DE BAMBOO";;;;;;;2,945.42;2,356.34;100.00;10.00;10.00;10.00;5;BA7793;;NO;NO;"<p><span style=""font-size: 13px;"">BOWL BAMBOO GRIS OVALADO MED 13,5X30CM&nbsp;</span></p>

<p><strong>PRODUCTO NO APTO PARA ENVIOS AL INTERIOR DEL PAIS Y DE LA PROVINCIA DE BS AS,</strong></p>
";;;;;SI;;;
bowl-bamboo-negro-ovalado-med-13-5x30cm;"BOWL BAMBOO NEGRO OVALADO MED 13.5X30CM";"HOGAR > ARTS.DE BAMBOO";;;;;;;2,679.60;2,278.09;0.10;10.00;10.00;10.00;4;BA7792;;NO;NO;"<p><span style=""font-size: 13px;"">BOWL BAMBOO NEGRO OVALADO MED 13,5X30CM&nbsp;</span></p>

<p>&nbsp;</p>
";;;;;SI;;;
bowl-bamboo-blanco-ovalado-med-13x26cm;"BOWL BAMBOO BLANCO OVALADO MED 13X26CM";"HOGAR > ARTS.DE BAMBOO";;;;;;;2,679.60;2,278.09;0.35;16.00;35.00;16.00;2;BA7791;;NO;NO;"<p><span style=""font-size: 13px;"">BOWL BAMBOO BLANCO OVALADO MED 13X26CM</span></p>

<p>&nbsp;</p>
";;;;;SI;;;
copetinero-bamboo-gris-alargado-5x30x12-5cm;"COPETINERO BAMBOO GRIS ALARGADO 5X30X12.5CM";"HOGAR > ARTS.DE BAMBOO";;;;;;;1,665.40;1,332.32;0.30;30.00;12.50;5.00;5;BA7796;;SI;NO;"<p><span style=""font-size: 13px;"">COPETINERO BAMBOO GRIS ALARGADO 5X30X12,5CM&nbsp;</span></p>

<p><strong><span style=""font-size: 13px;"">PRODUCTO NO APTO PARA ENVIOS AL INTERIOR DEL PAIS Y DE LA PROVINCIA DE BS AS,</span></strong></p>
";;;;;SI;;;
copetinero-bamboo-negro-alargado-5x30x12-5cm;"COPETINERO BAMBOO NEGRO ALARGADO 5X30X12.5CM";"HOGAR > ARTS.DE BAMBOO";;;;;;;1,665.40;1,332.32;0.30;30.00;12.50;5.00;5;BA7795;;NO;NO;"<p><span style=""font-size: 13px;"">COPETINERO BAMBOO NEGRO ALARGADO 5X30X12,5CM</span></p>

<p><strong><span style=""font-size: 13px;"">PRODUCTO NO APTO PARA ENVIOS AL INTERIOR DEL PAIS Y DE LA PROVINCIA DE BS AS,</span></strong></p>
";;;;;SI;;;
copetinero-bamboo-blanco-alargado-5x30x12-5cm;"COPETINERO BAMBOO BLANCO ALARGADO 5X30X12.5CM";"HOGAR > ARTS.DE BAMBOO";;;;;;;2,337.70;1,870.16;0.10;10.00;10.00;5.00;2;BA7794;;SI;NO;"<p><span style=""font-size: 13px;"">COPETINERO BAMBOO BLANCO ALARGADO 5X30X12,5CM</span></p>

<p>&nbsp;</p>
";;;;;SI;;;
set-cucharon-y-tenedor-bamboo-gris-29cm;"SET CUCHARON Y TENEDOR BAMBOO GRIS 29CM";"HOGAR > ARTS.DE BAMBOO";;;;;;;1,887.90;1,510.32;0.10;10.00;10.00;10.00;2;BA7802;;SI;NO;"<p><span style=""font-size: 13px;"">SET CUCHARON Y TENEDOR BAMBOO GRIS 29CM&nbsp;</span></p>

<p><strong>PRODUCTO NO APTO PARA ENVIOS AL INTERIOR DEL PAIS Y DE LA PROVINCIA DE BS AS,</strong></p>
";;;;;SI;;;
set-cucharon-y-tenedor-bamboo-negro-29cm;"SET CUCHARON Y TENEDOR BAMBOO NEGRO 29CM";"HOGAR > ARTS.DE BAMBOO";;;;;;;1,645.60;1,316.48;0.10;10.00;10.00;10.00;0;BA7801;;NO;NO;"<p><span style=""font-size: 13px;"">SET CUCHARON Y TENEDOR BAMBOO NEGRO 29CM</span></p>

<p>&nbsp;</p>
";;;;;SI;;;
